,PLAYER,POS,Lane Agility Time (seconds),Shuttle Run (seconds),Three Quarter Sprint (seconds),Standing Vertical Leap (inches),Max Vertical Leap (inches),Max Bench Press (repetitions)
4012,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
4013,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
4014,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
4015,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
4016,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
4017,Wendell Carter,C-PF,-,-,-,-,-,-
4018,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
4019,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
4020,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
4021,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
4022,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
4023,Keenan Evans,PG,-,-,-,-,-,-
4024,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
4025,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
4026,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
4027,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
4028,Isaac Haas,C,-,-,-,-,-,-
4029,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
4030,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
4031,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
4032,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
4033,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
4034,Jaren Jackson,PF-C,-,-,-,-,-,-
4035,Justin Jackson,PF,-,-,-,-,-,-
4036,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
4037,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
4038,Kevin Knox,SF,-,-,-,-,-,-
4039,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
4040,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
4041,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
4042,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
4043,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
4044,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
4045,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
4046,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
4047,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
4048,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
4049,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
4050,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
4051,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
4052,Michael Porter,SF-PF,-,-,-,-,-,-
4053,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
4054,Jerome Robinson,SG,-,-,-,-,-,-
4055,Collin Sexton,PG,-,-,-,-,-,-
4056,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
4057,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
4058,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
4059,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
4060,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
4061,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
4062,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
4063,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
4064,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
4065,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
4066,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
4067,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
4068,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
4069,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
4070,Trae Young,PG,-,-,-,-,-,-
4071,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
4072,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
4073,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
4074,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
4075,Mohamed Bamba,C,-,-,-,-,-,-
4076,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
4077,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
4078,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
4079,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
4080,Miles Bridges,SF,-,-,-,-,-,-
4081,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
4082,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
4083,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
4084,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
4085,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
4086,Wendell Carter,C-PF,-,-,-,-,-,-
4087,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
4088,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
4089,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
4090,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
4091,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
4092,Keenan Evans,PG,-,-,-,-,-,-
4093,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
4094,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
4095,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
4096,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
4097,Isaac Haas,C,-,-,-,-,-,-
4098,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
4099,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
4100,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
4101,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
4102,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
4103,Jaren Jackson,PF-C,-,-,-,-,-,-
4104,Justin Jackson,PF,-,-,-,-,-,-
4105,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
4106,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
4107,Kevin Knox,SF,-,-,-,-,-,-
4108,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
4109,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
4110,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
4111,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
4112,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
4113,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
4114,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
4115,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
4116,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
4117,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
4118,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
4119,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
4120,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
4121,Michael Porter,SF-PF,-,-,-,-,-,-
4122,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
4123,Jerome Robinson,SG,-,-,-,-,-,-
4124,Collin Sexton,PG,-,-,-,-,-,-
4125,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
4126,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
4127,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
4128,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
4129,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
4130,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
4131,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
4132,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
4133,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
4134,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
4135,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
4136,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
4137,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
4138,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
4139,Trae Young,PG,-,-,-,-,-,-
4140,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
4141,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
4142,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
4143,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
4144,Mohamed Bamba,C,-,-,-,-,-,-
4145,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
4146,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
4147,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
4148,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
4149,Miles Bridges,SF,-,-,-,-,-,-
4150,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
4151,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
4152,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
4153,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
4154,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
4155,Wendell Carter,C-PF,-,-,-,-,-,-
4156,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
4157,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
4158,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
4159,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
4160,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
4161,Keenan Evans,PG,-,-,-,-,-,-
4162,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
4163,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
4164,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
4165,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
4166,Isaac Haas,C,-,-,-,-,-,-
4167,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
4168,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
4169,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
4170,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
4171,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
4172,Jaren Jackson,PF-C,-,-,-,-,-,-
4173,Justin Jackson,PF,-,-,-,-,-,-
4174,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
4175,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
4176,Kevin Knox,SF,-,-,-,-,-,-
4177,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
4178,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
4179,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
4180,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
4181,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
4182,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
4183,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
4184,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
4185,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
4186,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
4187,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
4188,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
4189,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
4190,Michael Porter,SF-PF,-,-,-,-,-,-
4191,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
4192,Jerome Robinson,SG,-,-,-,-,-,-
4193,Collin Sexton,PG,-,-,-,-,-,-
4194,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
4195,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
4196,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
4197,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
4198,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
4199,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
4200,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
4201,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
4202,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
4203,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
4204,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
4205,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
4206,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
4207,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
4208,Trae Young,PG,-,-,-,-,-,-
4209,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
4210,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
4211,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
4212,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
4213,Mohamed Bamba,C,-,-,-,-,-,-
4214,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
4215,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
4216,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
4217,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
4218,Miles Bridges,SF,-,-,-,-,-,-
4219,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
4220,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
4221,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
4222,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
4223,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
4224,Wendell Carter,C-PF,-,-,-,-,-,-
4225,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
4226,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
4227,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
4228,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
4229,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
4230,Keenan Evans,PG,-,-,-,-,-,-
4231,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
4232,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
4233,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
4234,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
4235,Isaac Haas,C,-,-,-,-,-,-
4236,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
4237,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
4238,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
4239,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
4240,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
4241,Jaren Jackson,PF-C,-,-,-,-,-,-
4242,Justin Jackson,PF,-,-,-,-,-,-
4243,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
4244,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
4245,Kevin Knox,SF,-,-,-,-,-,-
4246,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
4247,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
4248,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
4249,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
4250,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
4251,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
4252,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
4253,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
4254,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
4255,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
4256,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
4257,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
4258,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
4259,Michael Porter,SF-PF,-,-,-,-,-,-
4260,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
4261,Jerome Robinson,SG,-,-,-,-,-,-
4262,Collin Sexton,PG,-,-,-,-,-,-
4263,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
4264,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
4265,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
4266,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
4267,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
4268,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
4269,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
4270,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
4271,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
4272,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
4273,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
4274,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
4275,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
4276,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
4277,Trae Young,PG,-,-,-,-,-,-
4278,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
4279,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
4280,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
4281,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
4282,Mohamed Bamba,C,-,-,-,-,-,-
4283,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
4284,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
4285,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
4286,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
4287,Miles Bridges,SF,-,-,-,-,-,-
4288,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
4289,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
4290,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
4291,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
4292,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
4293,Wendell Carter,C-PF,-,-,-,-,-,-
4294,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
4295,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
4296,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
4297,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
4298,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
4299,Keenan Evans,PG,-,-,-,-,-,-
4300,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
4301,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
4302,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
4303,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
4304,Isaac Haas,C,-,-,-,-,-,-
4305,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
4306,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
4307,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
4308,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
4309,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
4310,Jaren Jackson,PF-C,-,-,-,-,-,-
4311,Justin Jackson,PF,-,-,-,-,-,-
4312,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
4313,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
4314,Kevin Knox,SF,-,-,-,-,-,-
4315,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
4316,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
4317,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
4318,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
4319,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
4320,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
4321,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
4322,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
4323,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
4324,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
4325,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
4326,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
4327,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
4328,Michael Porter,SF-PF,-,-,-,-,-,-
4329,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
4330,Jerome Robinson,SG,-,-,-,-,-,-
4331,Collin Sexton,PG,-,-,-,-,-,-
4332,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
4333,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
4334,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
4335,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
4336,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
4337,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
4338,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
4339,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
4340,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
4341,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
4342,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
4343,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
4344,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
4345,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
4346,Trae Young,PG,-,-,-,-,-,-
4347,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
4348,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
4349,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
4350,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
4351,Mohamed Bamba,C,-,-,-,-,-,-
4352,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
4353,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
4354,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
4355,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
4356,Miles Bridges,SF,-,-,-,-,-,-
4357,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
4358,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
4359,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
4360,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
4361,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
4362,Wendell Carter,C-PF,-,-,-,-,-,-
4363,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
4364,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
4365,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
4366,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
4367,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
4368,Keenan Evans,PG,-,-,-,-,-,-
4369,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
4370,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
4371,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
4372,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
4373,Isaac Haas,C,-,-,-,-,-,-
4374,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
4375,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
4376,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
4377,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
4378,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
4379,Jaren Jackson,PF-C,-,-,-,-,-,-
4380,Justin Jackson,PF,-,-,-,-,-,-
4381,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
4382,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
4383,Kevin Knox,SF,-,-,-,-,-,-
4384,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
4385,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
4386,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
4387,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
4388,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
4389,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
4390,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
4391,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
4392,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
4393,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
4394,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
4395,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
4396,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
4397,Michael Porter,SF-PF,-,-,-,-,-,-
4398,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
4399,Jerome Robinson,SG,-,-,-,-,-,-
4400,Collin Sexton,PG,-,-,-,-,-,-
4401,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
4402,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
4403,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
