,Player,Team,Affiliation,Year,Round Number,Round Pick,Overall Pick
373,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
374,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
375,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
376,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
377,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
378,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
379,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
380,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
381,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
382,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
383,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
384,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
385,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
386,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
387,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
388,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
389,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
390,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
391,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
392,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
393,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
394,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
395,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
396,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
397,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
398,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
399,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
400,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
401,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
402,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
403,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
404,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
405,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
406,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
407,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
408,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
409,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
410,Mitchell Robinson,New York Knicks,,2018,2,6,36
411,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
412,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
413,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
414,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
415,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
416,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
417,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
418,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
419,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
420,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
421,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
422,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
423,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
424,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
425,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
426,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
427,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
428,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
429,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
430,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
431,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
432,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
433,George King,Phoenix Suns,Colorado,2018,2,29,59
434,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
435,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
436,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
437,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
438,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
439,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
440,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
441,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
442,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
443,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
444,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
445,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
446,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
447,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
448,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
449,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
450,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
451,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
452,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
453,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
454,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
455,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
456,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
457,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
458,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
459,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
460,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
461,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
462,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
463,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
464,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
465,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
466,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
467,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
468,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
469,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
470,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
471,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
472,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
473,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
474,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
475,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
476,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
477,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
478,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
479,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
480,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
481,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
482,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
483,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
484,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
485,Mitchell Robinson,New York Knicks,,2018,2,6,36
486,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
487,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
488,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
489,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
490,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
491,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
492,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
493,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
494,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
495,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
496,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
497,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
498,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
499,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
500,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
501,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
502,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
503,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
504,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
505,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
506,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
507,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
508,George King,Phoenix Suns,Colorado,2018,2,29,59
509,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
510,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
511,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
512,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
513,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
514,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
515,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
516,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
517,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
518,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
519,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
520,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
521,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
522,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
523,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
524,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
525,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
526,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
527,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
528,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
529,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
530,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
531,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
532,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
533,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
534,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
535,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
536,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
537,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
538,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
539,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
540,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
541,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
542,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
543,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
544,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
545,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
546,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
547,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
548,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
549,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
550,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
551,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
552,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
553,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
554,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
555,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
556,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
557,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
558,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
559,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
560,Mitchell Robinson,New York Knicks,,2018,2,6,36
561,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
562,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
563,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
564,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
565,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
566,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
567,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
568,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
569,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
570,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
571,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
572,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
573,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
574,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
575,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
576,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
577,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
578,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
579,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
580,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
581,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
582,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
583,George King,Phoenix Suns,Colorado,2018,2,29,59
584,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
585,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
586,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
587,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
588,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
589,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
590,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
591,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
592,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
593,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
594,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
595,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
596,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
597,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
598,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
599,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
600,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
601,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
602,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
603,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
604,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
605,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
606,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
607,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
608,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
609,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
610,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
611,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
612,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
613,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
614,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
615,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
616,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
617,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
618,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
619,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
620,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
621,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
622,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
623,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
624,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
625,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
626,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
627,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
628,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
629,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
630,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
631,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
632,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
633,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
634,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
635,Mitchell Robinson,New York Knicks,,2018,2,6,36
636,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
637,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
638,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
639,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
640,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
641,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
642,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
643,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
644,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
645,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
646,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
647,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
648,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
649,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
650,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
651,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
652,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
653,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
654,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
655,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
656,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
657,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
658,George King,Phoenix Suns,Colorado,2018,2,29,59
659,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
660,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
661,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
662,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
663,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
664,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
665,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
666,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
667,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
668,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
669,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
670,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
671,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
672,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
673,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
674,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
675,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
676,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
677,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
678,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
679,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
680,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
681,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
682,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
683,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
684,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
685,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
686,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
687,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
688,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
689,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
690,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
691,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
692,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
693,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
694,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
695,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
696,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
697,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
698,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
699,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
700,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
701,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
702,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
703,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
704,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
705,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
706,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
707,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
708,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
709,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
710,Mitchell Robinson,New York Knicks,,2018,2,6,36
711,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
712,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
713,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
714,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
715,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
716,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
717,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
718,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
719,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
720,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
721,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
722,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
723,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
724,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
725,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
726,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
727,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
728,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
729,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
730,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
731,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
732,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
733,George King,Phoenix Suns,Colorado,2018,2,29,59
734,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
735,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
736,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
737,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
738,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
739,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
740,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
741,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
742,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
743,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
744,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
745,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
746,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
747,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
