,PLAYER,POS,Off DribbleCollegeBreak Left,Off DribbleCollegeBreak Right,Off DribbleCollegeTop Key,Off DribbleFifteenBreak Left,Off DribbleFifteenBreak Right,Off DribbleFifteenTop Key,On TheMoveCollege,On TheMoveFifteen
5643,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
5644,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5645,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5646,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
5647,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
5648,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
5649,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
5650,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
5651,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5652,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
5653,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
5654,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
5655,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5656,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
5657,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
5658,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
5659,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
5660,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5661,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
5662,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
5663,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
5664,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
5665,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
5666,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
5667,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
5668,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5669,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
5670,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
5671,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
5672,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
5673,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5674,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
5675,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
5676,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
5677,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
5678,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
5679,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
5680,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
5681,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5682,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
5683,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
5684,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
5685,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
5686,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
5687,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
5688,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
5689,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
5690,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
5691,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
5692,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
5693,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
5694,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
5695,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
5696,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
5697,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
5698,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
5699,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
5700,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
5701,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
5702,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
5703,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
5704,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
5705,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
5706,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
5707,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
5708,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
5709,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
5710,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
5711,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
5712,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
5713,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5714,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5715,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
5716,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
5717,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
5718,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
5719,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
5720,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5721,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
5722,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
5723,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
5724,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5725,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
5726,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
5727,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
5728,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
5729,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5730,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
5731,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
5732,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
5733,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
5734,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
5735,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
5736,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
5737,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5738,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
5739,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
5740,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
5741,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
5742,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5743,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
5744,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
5745,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
5746,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
5747,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
5748,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
5749,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
5750,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5751,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
5752,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
5753,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
5754,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
5755,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
5756,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
5757,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
5758,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
5759,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
5760,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
5761,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
5762,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
5763,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
5764,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
5765,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
5766,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
5767,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
5768,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
5769,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
5770,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
5771,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
5772,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
5773,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
5774,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
5775,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
5776,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
5777,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
5778,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
5779,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
5780,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
5781,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
5782,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5783,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5784,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
5785,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
5786,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
5787,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
5788,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
5789,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5790,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
5791,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
5792,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
5793,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5794,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
5795,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
5796,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
5797,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
5798,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5799,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
5800,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
5801,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
5802,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
5803,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
5804,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
5805,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
5806,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5807,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
5808,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
5809,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
5810,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
5811,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5812,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
5813,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
5814,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
5815,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
5816,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
5817,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
5818,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
5819,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5820,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
5821,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
5822,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
5823,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
5824,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
5825,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
5826,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
5827,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
5828,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
5829,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
5830,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
5831,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
5832,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
5833,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
5834,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
5835,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
5836,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
5837,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
5838,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
5839,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
5840,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
5841,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
5842,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
5843,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
5844,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
5845,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
5846,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
5847,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
5848,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
5849,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
5850,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
5851,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5852,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5853,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
5854,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
5855,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
5856,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
5857,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
5858,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5859,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
5860,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
5861,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
5862,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5863,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
5864,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
5865,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
5866,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
5867,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5868,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
5869,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
5870,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
5871,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
5872,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
5873,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
5874,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
5875,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5876,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
5877,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
5878,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
5879,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
5880,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5881,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
5882,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
5883,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
5884,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
5885,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
5886,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
5887,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
5888,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5889,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
5890,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
5891,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
5892,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
5893,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
5894,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
5895,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
5896,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
5897,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
5898,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
5899,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
5900,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
5901,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
5902,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
5903,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
5904,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
5905,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
5906,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
5907,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
5908,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
5909,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
5910,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
5911,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
5912,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
5913,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
5914,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
5915,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
5916,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
5917,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
5918,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
5919,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
5920,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5921,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5922,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
5923,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
5924,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
5925,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
5926,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
5927,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5928,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
5929,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
5930,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
5931,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5932,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
5933,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
5934,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
5935,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
5936,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
5937,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
5938,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
5939,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
5940,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
5941,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
5942,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
5943,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
5944,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
5945,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
5946,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
5947,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
5948,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
5949,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
5950,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
5951,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
5952,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
5953,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
5954,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
5955,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
5956,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
5957,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
5958,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
5959,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
5960,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
5961,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
