,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season,SeasonStart,SeasonEnd
1241,Alabama,32,32,29,4.6,9.9,0.465,0.9,2.6,0.337,2.5,3.8,0.648,2.5,2.8,5.3,1.4,1.2,0.5,2.4,2.4,12.6,https://basketball.realgm.com/player/Alonzo-Gee/NCAA/1657/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1246,LSU,32,32,34.3,2.8,7.2,0.396,1.1,4.1,0.269,1.8,2.2,0.814,0.5,3.2,3.7,4.3,1.6,1.1,2.5,2.6,8.6,https://basketball.realgm.com/player/Garrett-Temple/NCAA/1757/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1251,Washington State,26,7,16.5,1.8,3.6,0.495,0,0,0,1.6,2.5,0.646,1.3,1.8,3.1,0.1,0.2,0.4,2.4,0.5,5.2,https://basketball.realgm.com/player/Aron-Baynes/NCAA/1790/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1256,Connecticut,31,31,33.2,5,10.1,0.497,0,0,0,3.1,5.2,0.586,3.8,5.9,9.7,0.9,0.9,1.4,1.9,2.5,13.1,https://basketball.realgm.com/player/Jeff-Adrien/NCAA/1641/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1261,LSU,18,2,6.7,1.3,2.4,0.558,0.2,0.3,0.5,0.4,0.6,0.636,0.5,1.1,1.6,0.2,0.1,0.7,1.1,0.4,3.2,https://basketball.realgm.com/player/Chris-Johnson/NCAA/1655/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1266,Marquette,29,29,30.2,5.3,12.7,0.417,1,3.3,0.312,3,4.4,0.682,1.7,3,4.8,3.8,2.6,0.6,3.5,4.1,14.7,https://basketball.realgm.com/player/Jerel-McNeal/NCAA/1638/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1271,Washington,32,27,29,3.4,8.3,0.408,0.7,2.3,0.315,2.6,3.2,0.798,1.5,2.6,4,3.6,1.2,0,2.5,3,10.1,https://basketball.realgm.com/player/Justin-Dentmon/NCAA/4709/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1276,Oklahoma State,34,25,30.1,3.1,7.6,0.4,1.4,3.4,0.414,2.5,2.9,0.857,1.4,2.8,4.2,1.9,1.4,0.3,3.5,2.5,10,https://basketball.realgm.com/player/Terrel-Harris/NCAA/1648/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1281,Gonzaga,34,34,33.6,4.2,8.6,0.486,0.6,1.7,0.373,3.1,4.2,0.732,0.4,3.9,4.3,4.6,1.4,0.1,2.6,3.3,12.1,https://basketball.realgm.com/player/Jeremy-Pargo/NCAA/1701/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1291,Georgia Tech,18,0,12.7,2.3,4,0.583,0,0,0,0.7,1.1,0.684,1.1,2.1,3.2,0.4,0.3,0.8,1.3,0.4,5.4,https://basketball.realgm.com/player/Alade-Aminu/NCAA/1779/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1296,Memphis,36,35,28,2.8,7.2,0.39,0.7,2.9,0.245,1.6,2.6,0.634,1.2,2.9,4.1,3.6,1.6,0.2,2.1,1.4,8,https://basketball.realgm.com/player/Antonio-Anderson/NCAA/1763/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1301,Temple,30,29,34.3,6.4,13.7,0.466,2.9,7.3,0.4,4.3,4.9,0.871,0.9,3.3,4.2,2.1,1.4,0.4,2.6,2.4,20,https://basketball.realgm.com/player/Dionte-Christmas/NCAA/1635/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1319,Siena,32,32,30.6,5.7,12,0.477,1.3,3.5,0.366,3.4,4.3,0.788,0.7,1.9,2.6,2.6,1.6,0.1,2.4,2.6,16.1,https://basketball.realgm.com/player/Kenny-Hasbrouck/NCAA/1803/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1324,Duquesne,29,26,31.4,4.2,8.2,0.511,1,3.1,0.315,1.7,2.4,0.7,2.3,2.8,5,3.8,1.4,0.2,2.7,2.2,11,https://basketball.realgm.com/player/Aaron-Jackson/NCAA/1723/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1334,Baylor,31,30,32.8,5.1,11.5,0.441,1.8,5,0.365,3,4.5,0.676,1.2,3.6,4.7,3.8,1.1,0.4,1.7,2.7,15,https://basketball.realgm.com/player/Curtis-Jerrells/NCAA/1640/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1339,Wisconsin,36,6,19.2,2.2,4.3,0.519,0.4,1,0.361,1,1.8,0.562,1.2,2,3.2,0.8,0.6,0.8,2.1,1.2,5.9,https://basketball.realgm.com/player/Marcus-Landry/NCAA/1810/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1344,Saint Mary's,32,32,28.4,4.8,10,0.486,0.2,0.9,0.2,4.2,6.6,0.645,3.3,4.3,7.6,0.9,1.3,2.5,2.5,2.6,14.1,https://basketball.realgm.com/player/Diamon-Simpson/NCAA/1776/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1349,Notre Dame,32,15,12.4,1.4,2.9,0.489,0.5,1.3,0.395,0.4,0.6,0.667,0.8,1.4,2.2,0.5,0.2,0.4,2.1,0.7,3.8,https://basketball.realgm.com/player/Luke-Zeller/NCAA/1695/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1354,Texas,35,4,17.9,1.3,3,0.448,0.3,1,0.306,0.9,1.6,0.526,1.7,2.2,3.9,0.6,0.4,1.4,2.4,0.8,3.9,https://basketball.realgm.com/player/Connor-Atchley/NCAA/1782/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1359,Pittsburgh,37,0,11.2,1.3,2.6,0.5,0.1,0.4,0.267,0.5,0.8,0.643,0.6,1.2,1.8,0.6,0.2,0.1,1.5,0.5,3.2,https://basketball.realgm.com/player/Tyrell-Biggs/NCAA/1693/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1364,Gonzaga,17,0,17.6,2.8,6.8,0.417,1.5,3.4,0.431,0.9,1.5,0.615,1.2,2.5,3.7,0.9,0.5,0.4,2.2,0.9,8.1,https://basketball.realgm.com/player/Micah-Downs/NCAA/1769/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1369,NC State,36,35,33.2,3.9,8.6,0.45,1.2,3.8,0.331,1.8,2.4,0.767,0.6,3.2,3.8,1.3,1.1,0.8,2.6,1.8,10.9,https://basketball.realgm.com/player/Courtney-Fells/NCAA/1654/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1374,Stanford,25,24,33.7,3.9,10.5,0.369,2.4,6.6,0.364,2.6,3.4,0.767,0.2,3,3.2,2.3,0.7,0,2,2.4,12.8,https://basketball.realgm.com/player/Anthony-Goods/NCAA/4712/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1379,Syracuse,35,1,21.7,2.7,6.2,0.433,0,0.6,0.05,3.2,4.7,0.681,2.1,4.9,7.1,1.7,0.8,0.6,1.9,1.9,8.6,https://basketball.realgm.com/player/Paul-Harris/NCAA/1664/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1388,Stanford,31,31,31.5,5.8,11.4,0.509,1.6,3.9,0.41,2.5,3.6,0.699,1.8,4.3,6,1.8,0.7,1.1,2,1.7,15.7,https://basketball.realgm.com/player/Lawrence-Hill/NCAA/1781/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1393,Marquette,34,34,33.2,5,13.1,0.384,1.5,5.4,0.272,3.4,5.1,0.651,0.6,2.5,3.1,4.9,1.9,0.1,2.1,2.6,14.9,https://basketball.realgm.com/player/Dominic-James/NCAA/1747/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1398,NC State,36,36,34.5,5.9,10,0.584,0,0.1,0,2.7,4.1,0.653,2.4,4.2,6.6,3.2,1,0.6,2.7,2.5,14.4,https://basketball.realgm.com/player/Ben-McCauley/NCAA/1788/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1403,Utah,29,28,31.3,6.3,9.8,0.639,0,0,0,4.3,5.9,0.741,2.5,5.2,7.7,1.6,0.4,1.1,2.6,2.2,16.9,https://basketball.realgm.com/player/Luke-Nevill/NCAA/1799/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1409,McNeese State,32,19,11.1,0.8,1.6,0.5,0,0,0,0.5,1.2,0.432,1.1,1.8,2.9,0.2,0.1,1.5,1.3,0.6,2.1,https://basketball.realgm.com/player/Kleon-Penn/NCAA/21612/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1413,Clemson,36,0,10.8,0.9,1.4,0.608,0,0,0,0.4,0.8,0.519,0.9,1,1.9,0.3,0.3,1,1.4,0.5,2.1,https://basketball.realgm.com/player/Raymond-Sykes/NCAA/3484/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1417,Wichita State,31,3,13,1.4,3.1,0.443,0.5,1.5,0.354,0.7,1.1,0.647,0.3,0.8,1.1,1.7,0.5,0,0.9,1.4,4,https://basketball.realgm.com/player/Gal-Mekel/NCAA/7577/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1427,Harvard,28,0,18.1,1.5,3.8,0.41,0.3,1.1,0.281,1.3,1.6,0.818,0.8,1.7,2.5,1.8,1,0.1,2.6,1.8,4.7,https://basketball.realgm.com/player/Jeremy-Lin/NCAA/10168/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1432,Wake Forest,31,30,29.9,3.3,7.7,0.429,0.7,2.1,0.354,1.4,2.9,0.462,0.5,3.3,3.8,6,1.2,0,2.7,3.6,8.7,https://basketball.realgm.com/player/Ish-Smith/NCAA/3665/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1437,Duke,31,18,14.9,1.5,2.6,0.568,0,0,0,1,1.7,0.593,1.2,1.3,2.5,0,0.5,0.1,2.7,1.4,4,https://basketball.realgm.com/player/Lance-Thomas/NCAA/1948/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1442,Texas A&M;,34,1,17.8,2,4,0.489,0.4,1.2,0.333,0.8,1.2,0.667,0.4,1.5,1.9,1.8,0.7,0.1,1.3,1.2,5.2,https://basketball.realgm.com/player/Donald-Sloan/NCAA/2558/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1450,Louisiana,23,18,25.2,4.8,10.6,0.455,0.5,1.2,0.393,2.3,4.3,0.531,2.9,4.4,7.3,0.9,1.3,0.5,3.1,2.7,12.4,https://basketball.realgm.com/player/Elijah-Millsap/NCAA/8158/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1463,New Mexico State,30,2,7.6,0.8,2.5,0.338,0.3,1.2,0.286,0.7,1,0.677,0.1,0.5,0.7,0.7,0.3,0,0.8,0.8,2.7,https://basketball.realgm.com/player/Jonathan-Gibson/NCAA/2550/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1468,Tulsa,31,30,25.9,3.1,7.5,0.412,0.9,2.4,0.392,2.7,3.6,0.759,1.6,3.4,5,1.5,1.1,0.8,1.6,2.2,9.9,https://basketball.realgm.com/player/Ben-Uzoh/NCAA/8107/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1473,Vermont,32,16,13.4,2.3,3.8,0.617,0,0.1,0.5,1.2,2.1,0.567,1.7,1.5,3.1,0.7,0.5,0.6,1.4,0.9,5.8,https://basketball.realgm.com/player/Marqus-Blakely/NCAA/9457/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1478,California,33,15,19.7,2.2,4.6,0.464,0.4,1.2,0.333,0.5,0.8,0.692,0.8,1.5,2.3,0.9,0.2,0.2,2,1.1,5.2,https://basketball.realgm.com/player/Patrick-Christopher/NCAA/2298/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1483,Kansas,38,4,22.3,3.4,7.1,0.478,1.2,3.1,0.405,1.3,1.7,0.766,0.4,1.9,2.3,2.9,0.7,0,1.8,1.7,9.3,https://basketball.realgm.com/player/Sherron-Collins/NCAA/1946/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1488,Connecticut,31,30,30.4,4.2,11.7,0.361,1.4,4.4,0.326,4,5.5,0.719,1.2,2.5,3.6,2.1,1.9,0.4,2.6,2.1,13.8,https://basketball.realgm.com/player/Jerome-Dyson/NCAA/4354/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1497,NC State,36,9,18,1.5,2.8,0.529,0.6,1.3,0.458,1,1.2,0.841,0.6,1.6,2.2,0.5,0.4,0.4,1.8,0.7,4.6,https://basketball.realgm.com/player/Dennis-Horner/NCAA/3774/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1502,Northeastern,32,31,35.4,4.1,9.8,0.414,1.7,4.9,0.353,1.7,2.4,0.724,1.2,3.3,4.5,2.8,0.9,0.2,1.8,2.4,11.6,https://basketball.realgm.com/player/Matt-Janning/NCAA/11001/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1507,Louisville,34,10,20.5,2.7,5.5,0.484,1.6,3.4,0.478,1,1.3,0.791,1.2,2.4,3.6,1.7,0.9,0.1,2.4,1.4,8,https://basketball.realgm.com/player/Jerry-Smith/NCAA/2391/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1512,Siena,32,26,28.2,5,10.1,0.495,0.6,2.2,0.271,1.2,1.7,0.717,0.8,3.3,4,2.3,1,0.7,1,2.2,11.8,https://basketball.realgm.com/player/Edwin-Ubiles/NCAA/10178/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1515,Colorado State,10,0,2,0.1,0.3,0.333,0,0,0,0,0,0,0,0.3,0.3,0,0,0.1,0.4,0.2,0.2,https://basketball.realgm.com/player/Ronnie-Aguilar/NCAA/9812/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1525,Baylor,31,14,25.4,3,8,0.371,1.8,5.4,0.343,0.9,1.2,0.778,0.4,1.4,1.8,2.7,1.2,0.1,1.9,1.2,8.7,https://basketball.realgm.com/player/Tweety-Carter/NCAA/1945/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1529,Mississippi State,35,31,23.6,2.2,4.6,0.472,0.9,2.6,0.341,0.5,0.9,0.562,0.7,1.7,2.4,1.5,0.9,0.6,1.4,1.1,5.7,https://basketball.realgm.com/player/Richard-Delk/NCAA/5855/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1535,Northern Iowa,23,0,7.3,1.4,2.5,0.569,0,0.1,0.5,0.7,0.9,0.75,0.6,1.6,2.1,0,0,0.3,0.9,0.5,3.6,https://basketball.realgm.com/player/Jordan-Eglseder/NCAA/7460/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1540,Mercer,28,28,33.4,5.8,15.6,0.373,2,6.5,0.301,5.6,7.2,0.778,0.8,3.3,4.1,3.2,1.7,0.5,3.1,5,19.2,https://basketball.realgm.com/player/James-Florence/NCAA/14479/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1545,Mississippi State,29,5,8.2,0.9,1.8,0.509,0,0,0,0.5,1.4,0.35,1.4,1.6,3.1,0,0.3,0.9,1.6,0.4,2.3,https://basketball.realgm.com/player/Vernon-Goodridge/NCAA/5856/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1555,Notre Dame,32,20,27.8,2.6,6.3,0.416,0.4,1.7,0.241,2.1,3.4,0.63,1.1,2.2,3.3,4.3,1.8,0,2.5,2.4,7.8,https://basketball.realgm.com/player/Tory-Jackson/NCAA/6204/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1560,Louisiana,25,5,8.7,0.6,1.9,0.312,0.2,0.7,0.353,0.2,0.4,0.455,0.8,0.8,1.7,0.2,0.2,0.3,0.6,0.6,1.6,https://basketball.realgm.com/player/Tyren-Johnson/NCAA/10164/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1565,Northern Iowa,31,0,13.8,0.9,2.5,0.342,0.1,0.8,0.08,1,1.5,0.681,0.5,1.6,2.2,0.4,0.2,0.2,1.2,0.8,2.8,https://basketball.realgm.com/player/Adam-Koch/NCAA/7453/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1574,Purdue,30,24,27.6,2.6,6,0.43,0.4,1.2,0.351,1.6,2.3,0.71,0.7,2.2,2.9,2.5,2.1,0.1,1.8,1.8,7.2,https://basketball.realgm.com/player/Chris-Kramer/NCAA/3984/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1579,USC,37,13,19.8,2.2,5.3,0.406,0.5,1.6,0.328,0.9,1.4,0.66,0.4,1.7,2.1,1.1,0.6,0,1.2,1.4,5.8,https://basketball.realgm.com/player/Dwight-Lewis/NCAA/2312/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1584,St. John's,31,30,31.3,4.3,10.4,0.412,1.3,4,0.328,2,2.6,0.787,1.9,4,5.9,2,0.8,0.6,2.5,2.2,11.9,https://basketball.realgm.com/player/Anthony-Mason-Jr/NCAA/6466/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1590,LSU,32,32,34.1,5.4,11.6,0.466,1.3,3.4,0.376,2.4,3.2,0.75,1.9,4,5.9,1.8,1.1,0.8,2.4,1.7,14.5,https://basketball.realgm.com/player/Tasmin-Mitchell/NCAA/1953/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1599,Arizona,2,0,8.5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.5,0.5,1,1.5,1,0,1,2,1.5,https://basketball.realgm.com/player/JP-Prince/NCAA/5913/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1605,California,33,2,17.8,2.1,5.5,0.389,0.8,2.6,0.302,1.5,1.8,0.814,0.4,1.2,1.5,2.8,0.5,0,1.5,1.7,6.5,https://basketball.realgm.com/player/Jerome-Randle/NCAA/4710/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1610,Villanova,33,32,29.7,4.2,10.9,0.387,1.9,5.2,0.376,4.4,5.3,0.824,0.4,2.5,2.8,4,1.4,0.1,2.6,3.1,14.8,https://basketball.realgm.com/player/Scottie-Reynolds/NCAA/1950/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1615,Saint Mary's,32,7,19.3,3.7,6.9,0.532,0,0.1,0,1.8,2.4,0.756,2.1,3.5,5.6,0.4,0.2,1.4,2.1,1.3,9.2,https://basketball.realgm.com/player/Omar-Samhan/NCAA/8533/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1620,Duke,33,32,33.7,3.4,8.6,0.398,1.8,5.1,0.365,3.5,4.1,0.846,1.2,2.1,3.3,1.8,1.2,0.2,1.7,1.6,12.2,https://basketball.realgm.com/player/Jon-Scheyer/NCAA/1947/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1625,Michigan,33,2,9.5,1.2,3.6,0.333,0,0.2,0,1,1.5,0.66,0.9,1.4,2.3,0.3,0.2,0.3,1,0.5,3.4,https://basketball.realgm.com/player/DeShawn-Sims/NCAA/2388/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1630,Louisville,34,32,25.2,3.8,9.1,0.414,1.4,4.1,0.345,2.5,3.5,0.706,0.4,1.6,2.1,2.6,1.3,0.1,2.8,1.9,11.4,https://basketball.realgm.com/player/Edgar-Sosa/NCAA/2530/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1635,Southeastern Louisiana,30,13,14.7,1.9,3.4,0.574,0,0,0,0.6,1.3,0.487,1.3,3.1,4.4,0.5,0.5,1.7,2.3,0.8,4.5,https://basketball.realgm.com/player/Patrick-Sullivan/NCAA/11007/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1640,St. Francis (PA),29,29,33.7,4.1,9.4,0.434,0.6,2.2,0.262,4.2,5,0.834,2.8,4.9,7.7,2.1,1.1,0.3,2.5,3.1,13,https://basketball.realgm.com/player/Devin-Sweetney/NCAA/11648/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1645,Oregon State,29,7,12.7,1,2.5,0.384,0,0.3,0,0.5,1.1,0.424,0.7,0.9,1.7,0.9,0.7,0.1,0.7,0.9,2.4,https://basketball.realgm.com/player/Seth-Tarver/NCAA/6812/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1650,Rider,31,23,32.6,2.9,7.1,0.403,0.6,2.6,0.247,1.9,2.5,0.769,2,3.3,5.3,2.9,1.3,0.2,2.5,2.2,8.3,https://basketball.realgm.com/player/Ryan-Thompson/NCAA/9573/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1655,Marshall,29,0,11.2,1,2.1,0.468,0,0.1,0.333,0.5,1.1,0.424,1.6,2,3.6,0.1,0.4,0.8,2.3,0.8,2.5,https://basketball.realgm.com/player/Tyler-Wilkerson/NCAA/7823/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1659,Southern Mississippi,31,31,33.4,5.7,14.2,0.401,1.7,4.8,0.358,4.4,5.3,0.834,0.4,3,3.4,3,0.9,0.3,2.9,3.7,17.5,https://basketball.realgm.com/player/Jeremy-Wise/NCAA/2563/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1664,Duke,32,2,7.3,1,2,0.524,0,0,0,1,1.5,0.667,1,1.2,2.2,0.2,0.1,0.3,1.1,1.2,3.1,https://basketball.realgm.com/player/Brian-Zoubek/NCAA/2390/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1669,Illinois,21,6,22.5,2.5,7.6,0.333,1.8,5.7,0.317,1.2,1.6,0.788,0.5,1.1,1.6,1.9,0.9,0.1,1.3,0.9,8.1,https://basketball.realgm.com/player/Jamar-Smith/NCAA/4032/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1671,Illinois,21,6,22.5,2.5,7.6,0.333,1.8,5.7,0.317,1.2,1.6,0.788,0.5,1.1,1.6,1.9,0.9,0.1,1.3,0.9,8.1,https://basketball.realgm.com/player/Jamar-Smith/NCAA/4032/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1712,Colorado,25,17,29.4,4,10.1,0.401,1.8,4.6,0.383,2.2,3.2,0.688,1.4,2.4,3.7,1.7,0.8,0.4,2.7,2.6,12,https://basketball.realgm.com/player/Xavier-Silas/NCAA/4511/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1722,Mississippi State,35,8,23.6,2.1,5,0.429,1.3,3.3,0.412,1.7,2.1,0.784,0.4,2.4,2.8,3.2,1,0,1.7,1.9,7.3,https://basketball.realgm.com/player/Ben-Hansbrough/NCAA/3576/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1747,North Carolina,38,0,6.3,0.8,1.6,0.5,0,0,0,0.5,0.9,0.514,0.8,1.4,2.2,0.1,0,0.3,0.8,0.4,2.1,https://basketball.realgm.com/player/Alex-Stepheson/NCAA/2389/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1768,Pittsburgh,3,0,4.3,0.3,1.3,0.25,0,0.3,0,0,0,0,0.3,0.3,0.7,0.3,0,0,0.3,0,0.7,https://basketball.realgm.com/player/Gilbert-Brown/NCAA/6232/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1842,Ohio State,39,7,16.3,1.3,3.4,0.374,0.2,1,0.2,0.9,1.4,0.685,0.8,1.5,2.3,1,0.5,0.2,1.4,1.2,3.7,https://basketball.realgm.com/player/David-Lighty/NCAA/3956/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
1861,Washington,32,13,21.1,1.7,4.6,0.377,0.4,1.4,0.304,0.8,1.1,0.771,1,2.1,3.1,2.2,0.8,0.2,2.8,1.5,4.7,https://basketball.realgm.com/player/Adrian-Oliver/NCAA/6974/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
2597,George Mason,32,6,23,2.8,5.6,0.503,0.3,1.1,0.324,1.7,2.4,0.692,1.2,2.2,3.5,3,0.8,0.2,2.1,2.2,7.7,https://basketball.realgm.com/player/Luke-Hancock/NCAA/18586/2007/By_Season/Per_Game,Undrafted,2006-07,1/1/2006,1/1/2007
441,Virginia,32,21,18.1,2,4.5,0.441,0.1,0.3,0.4,1.6,2.3,0.703,2.1,3.2,5.3,0.5,0.6,0.4,2.2,0.8,5.7,https://www.sports-reference.com/cbb/players/mike-scott-4.html,Drafted,2007-08,1/1/2007,1/1/2008
468,Purdue,33,31,28.5,3.6,7.5,0.484,1.3,2.8,0.447,2.9,3.4,0.865,2.6,3.5,6.1,2.5,1.3,0.7,3,1.4,11.4,https://www.sports-reference.com/cbb/players/robbie-hummel-1.html,Drafted,2007-08,1/1/2007,1/1/2008
472,Gonzaga,29,10,9.3,1,2.2,0.444,0,0,,0.9,1.4,0.634,0.6,1.2,1.8,0.2,0.2,0.2,1.2,0.5,2.8,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,Drafted,2007-08,1/1/2007,1/1/2008
503,Providence,18,0,9.3,1.2,3.1,0.382,0.3,1.1,0.263,0.8,1.2,0.714,0.4,0.5,0.9,0.4,0.3,0.2,0.7,0.7,3.4,https://www.sports-reference.com/cbb/players/marshon-brooks-1.html,Drafted,2007-08,1/1/2007,1/1/2008
513,Richmond,29,0,8.6,1.2,2.8,0.45,0.6,1.5,0.372,0.2,0.6,0.412,0.6,0.8,1.3,0.1,0.2,0.2,1.4,0.4,3.3,https://www.sports-reference.com/cbb/players/justin-harper-1.html,Drafted,2007-08,1/1/2007,1/1/2008
524,Wisconsin,32,0,8.6,1.1,2.3,0.472,0.4,0.8,0.462,0.4,0.9,0.483,0.6,0.7,1.3,0.4,0.1,0.1,0.4,0.6,2.9,https://www.sports-reference.com/cbb/players/jon-leuer-1.html,Drafted,2007-08,1/1/2007,1/1/2008
540,Temple,34,32,29.2,3.4,6.1,0.558,0.1,0.1,0.4,1.2,1.7,0.737,2,3.6,5.7,1.6,0.5,1.5,3.1,1.2,8.1,https://www.sports-reference.com/cbb/players/lavoy-allen-1.html,Drafted,2007-08,1/1/2007,1/1/2008
545,Georgetown,34,0,12.8,1.5,2.6,0.598,0,0,0,0.4,1.4,0.25,0.9,1.3,2.1,0.6,0.2,0.7,1.7,0.8,3.4,https://www.sports-reference.com/cbb/players/vernon-macklin-1.html,Drafted,2007-08,1/1/2007,1/1/2008
